Velocity
1.043487
1.043487
1.043487
1.092909
1.092909
1.003536
0.9810885
0.9810885
1.037116
0.9797814
0.9797814
0.9516776
0.9516776
0.9817721
0.947111
0.947111
0.9398842
0.9398842
0.952399
0.9705659
0.9705659
0.9857796
0.9857796
0.9736378
0.9716165
0.9716165
0.9919901
0.9919901
0.9939827
0.9788584
0.9788584
0.9882093
0.9882093
1.013813
1.024356
1.024356
1.000522
1.000522
1.011087
1.035404
1.035404
0.9932709
0.9932709
0.9947317
0.9730049
0.9730049
0.9603271
0.9603271
0.9885759
1.025951
1.025951
1.017086
1.017086
1.00608
1.002508
1.002508
1.074622
1.074622
0.9688558
0.9605469
0.9605469
0.9747731
0.9747731
1.022411
1.033114
1.033114
0.981491
0.981491
0.9752626
1.000816
1.000816
1.004923
1.004923
1.02717
1.094686
1.094686
1.031264
1.031264
1.279353
1.182867
1.182867
1.152625
1.152625
1.166691
0.9397296
0.9397296
0.6294374
0.6294374
1.900448
2.922299
2.922299
3.483703
3.483703
4.621264
5.736657
5.736657
6.427112
6.427112
7.519476
8.228676
8.228676
8.108985
8.108985
6.823647
5.583049
5.583049
5.513128
5.513128
5.847786
5.116566
5.116566
5.116566
5.116566
5.185418
5.185418
4.445175
4.445175
4.445175
3.16523
4.376882
4.376882
4.980741
4.980741
6.453979
9.598662
9.598662
10.6601
10.6601
11.39004
11.40269
11.40269
11.24947
11.24947
10.30231
9.56052
9.56052
8.89058
8.086381
8.086381
7.801973
7.801973
7.167929
7.167929
6.013778
5.712131
5.712131
3.89708
3.89708
5.539117
6.129036
6.129036
8.064645
8.064645
10.68945
10.96561
10.96561
11.35594
11.35594
11.47191
11.30808
11.30808
10.69549
10.69549
9.342451
9.224727
9.224727
8.960592
8.960592
7.799168
8.163069
8.163069
7.261386
7.261386
4.617865
6.412629
6.412629
7.90333
7.90333
9.82038
11.47491
11.47491
11.31956
11.31956
11.30706
11.45995
11.45995
10.74312
10.74312
9.429839
9.180697
9.180697
8.314509
8.314509
7.661812
7.367602
7.367602
6.966882
6.966882
4.720158
6.290651
6.290651
8.449714
8.449714
10.7782
11.32067
11.32067
11.30566
11.30566
11.47886
11.94638
11.94638
12.52465
12.52465
11.22306
10.59229
10.59229
9.794988
9.794988
9.757876
9.357
9.357
6.226425
6.226425
7.248013
7.552955
7.552955
9.568343
9.568343
11.4061
11.3141
11.3141
11.34219
11.34219
11.44223
11.91835
11.91835
10.52165
10.52165
9.264977
8.889195
8.889195
6.994895
6.994895
7.268932
6.923399
6.923399
4.70841
4.70841
4.624874
5.263013
5.263013
6.070645
6.070645
9.693024
10.7419
10.7419
11.31328
11.31328
11.30573
11.37633
11.37633
10.74177
10.74177
9.657933
8.43017
8.43017
7.777176
7.777176
6.434312
6.128683
6.128683
6.350317
6.350317
5.603049
4.666327
4.666327
4.740901
4.740901
4.420448
6.29558
6.29558
10.1322
10.1322
11.30726
11.33271
11.33271
11.31831
11.31831
9.559662
8.618597
8.618597
6.594769
5.001309
5.001309
4.278586
4.278586
3.182935
2.349789
2.349789
2.054806
2.054806
1.474437
1.096128
1.096128
1.054756
1.054756
1.414081
1.853321
1.853321
1.888347
1.888347
1.571393
1.585888
1.585888
1.882604
1.882604
1.519237
1.665549
1.665549
1.588923
1.588923
1.524304
1.35862
1.35862
1.223799
1.223799
1.043495
0.9876891
0.9876891
1.048397
1.048397
1.000202
1.146987
1.146987
1.157986
1.157986
1.111585
1.030544
1.030544
0.974759
0.974759
0.994512
0.9143136
0.9143136
0.9084958
0.9084958
0.9257619
0.9299638
0.9299638
0.9286277
0.9286277
0.9567394
0.9727391
0.9727391
0.9912041
0.9912041
1.013086
1.017353
1.017353
1.019734
1.019734
1.014607
1.010722
1.010722
1.002306
1.002306
0.9886063
0.9945954
0.9945954
0.9972031
0.9972031
0.9846486
0.9924329
0.9924329
1.008725
1.008725
1.022399
1.026912
1.026912
1.021192
1.021192
1.015344
1.021895
1.021895
1.009992
1.009992
0.9928833
0.9859388
0.9859388
0.9803029
0.9803029
0.9711826
0.9781886
0.9781886
0.9756858
0.9756858
0.9708194
0.9894133
0.9894133
1.006061
1.006061
1.01504
1.019392
1.019392
1.02373
1.02373
1.01799
1.021679
1.021679
1.017676
1.017676
1.003446
0.9966229
0.9966229
1.005409
1.005409
1.03287
0.9821441
0.9821441
0.9968902
0.9968902
0.9968902
0.9968902
0.9911962
0.9911962
0.9806671
0.9765874
0.9765874
0.9854866
0.9854866
1.007183
1.007183
0.9857789
0.9942695
0.9942695
0.9818935
0.9818935
0.9957656
1.004527
1.004527
1.00549
1.005269
1.005269
1.012006
1.012006
0.9941847
0.9941847
1.002541
1.002541
0.9973665
0.983685
0.983685
0.9881182
0.9881182
0.9827723
0.9770888
0.9770888
0.9804382
0.9804382
0.9943075
0.9967858
0.9967858
1.006185
1.006185
1.016896
1.012263
1.012263
1.006144
1.006144
0.9949903
0.9902791
0.9902791
0.9908952
0.9908952
0.9976032
1.000239
1.000239
0.9959658
0.9959658
0.9916117
0.9994817
0.9994817
0.9968485
0.9968485
1.004265
1.0041
1.0041
0.9982012
0.9982012
0.9973216
1.004277
1.004277
1.004885
1.004885
1.004253
1.008124
1.008124
1.007135
1.007135
1.003837
